event_type,event_cause,requires_road_closure,police_station,zone,corridor,latitude,longitude,priority
1,14,False,26,8,11,12.9602988,77.5049763,0.0
1,6,False,26,8,11,12.9670926,77.5041168,0.0
0,10,True,25,8,18,12.9790814,77.6293223,1.0
1,14,False,32,8,2,13.0427021,77.5902017,1.0
1,14,False,53,8,19,13.015908,77.5610463,1.0
1,14,False,28,8,11,13.0154652,77.7010932,0.0
1,14,False,33,8,7,12.9243827,77.6178836,1.0
0,10,True,16,8,18,12.97477445,77.62011006,1.0
1,6,False,43,8,2,13.0005836,77.5839635,1.0
1,14,False,28,8,11,13.0083147,77.6939011,0.0
0,10,True,16,8,18,12.98160436,77.63123821,1.0
1,14,False,32,8,2,13.0396849,77.5893608,1.0
1,4,False,50,8,11,12.9421872,77.7463095,0.0
1,13,True,46,8,11,12.8876902,77.5819406,0.0
1,6,False,44,8,11,12.9804152,77.5721511,0.0
1,14,False,23,8,15,13.0436169,77.5531968,1.0
1,14,False,51,8,11,12.9386404,77.5983956,0.0
1,14,False,13,8,7,12.8838862,77.6434895,1.0
1,14,False,6,8,10,12.9381961,77.5221042,1.0
1,14,False,9,8,3,13.1426785,77.6177456,1.0
1,6,False,52,8,3,13.0877833,77.5955317,1.0
1,7,False,24,6,11,12.916735,77.5950683,0.0
1,16,False,1,8,7,12.9575903,77.605919,1.0
1,14,False,51,8,11,12.9396328,77.5979386,0.0
1,14,False,37,8,1,12.8970929,77.600018,1.0
1,14,False,5,8,12,12.922821,77.6693893,1.0
1,13,True,46,8,11,12.8878254,77.5819862,0.0
1,14,False,6,8,10,12.9535784,77.5422814,1.0
1,4,False,14,8,11,12.9362714,77.7055743,0.0
1,3,False,19,8,14,13.0413766,77.6174843,1.0
1,16,False,14,8,12,12.93884,77.6951109,1.0
0,4,False,14,8,13,12.9695613,77.700601,1.0
1,14,False,22,8,1,12.8973867,77.5999679,1.0
1,14,False,26,8,11,12.9603,77.5050083,0.0
1,14,False,0,8,7,12.9358395,77.6149327,1.0
0,4,False,32,8,15,13.0443873,77.5831779,1.0
1,14,False,33,8,7,12.9330433,77.6117417,1.0
1,14,False,18,8,14,13.0462281,77.6027534,1.0
1,11,False,30,8,9,12.9896187,77.5018162,1.0
1,14,False,8,8,19,13.0453194,77.5077836,1.0
1,14,False,20,8,2,12.9842404,77.5877773,1.0
1,14,False,41,8,2,13.0206355,77.5842531,1.0
1,14,False,26,8,11,12.9652949,77.5125659,0.0
1,14,False,36,8,11,13.0087159,77.5711199,0.0
1,14,False,13,8,11,12.874187,77.6678702,0.0
1,11,True,28,8,11,13.016148,77.7093202,0.0
1,14,False,5,8,11,12.9087962,77.6898099,0.0
1,14,False,19,8,14,13.0363604,77.6280422,1.0
1,4,False,14,8,11,12.9362748,77.7053223,0.0
1,14,False,24,8,11,12.9286395,77.5864331,0.0
1,14,False,41,8,11,13.00594,77.5930776,0.0
1,14,False,43,8,19,13.0143072,77.5678827,1.0
1,6,False,26,8,11,12.9711513,77.5071208,0.0
1,14,False,13,8,11,12.8402445,77.6765368,0.0
1,14,False,8,8,11,13.0490119,77.4971471,0.0
1,14,False,19,8,11,13.0445357,77.6433994,0.0
1,14,False,29,8,16,12.911755,77.5671317,1.0
1,14,False,22,8,1,12.8973434,77.5999214,1.0
1,14,False,17,8,10,12.9669683,77.594879,1.0
1,6,False,43,8,2,13.001119,77.5839711,1.0
1,14,False,24,8,11,12.9169348,77.5867863,0.0
1,6,False,11,8,5,12.98372,77.5970763,1.0
1,14,False,43,8,11,13.0121587,77.5692077,0.0
1,14,False,30,8,11,12.9852233,77.4846533,0.0
1,6,False,43,8,2,13.0202114,77.5838339,1.0
1,14,False,50,8,11,12.9016629,77.7074641,0.0
1,14,False,43,8,2,13.0166181,77.5840799,1.0
1,14,False,53,8,11,13.0313343,77.5596132,0.0
1,4,False,2,9,16,12.9252548,77.5501116,1.0
1,14,False,25,8,17,12.9590145,77.6627696,1.0
0,15,True,30,8,11,12.98920996,77.47177025,0.0
1,14,False,23,8,15,13.0436848,77.5538034,1.0
1,13,False,32,8,11,13.0616295,77.5761282,0.0
1,14,False,41,8,2,13.0147144,77.5854668,1.0
1,14,False,0,8,7,12.9291283,77.61678,1.0
1,7,False,40,4,11,12.9948397,77.6162504,0.0
1,8,False,37,8,11,12.9205088,77.6105452,0.0
0,8,False,30,8,11,12.986025,77.48836,0.0
1,14,False,21,8,1,12.890426,77.5981455,1.0
1,3,False,32,8,15,13.0446608,77.5828682,1.0
1,14,False,43,8,2,13.0144783,77.5839511,1.0
1,14,False,6,8,11,12.9518462,77.5209581,0.0
1,3,False,19,8,6,13.0413611,77.6228455,1.0
1,14,False,41,8,2,13.0144881,77.5842961,1.0
1,4,False,5,8,12,12.9210523,77.6655997,1.0
1,14,False,50,8,11,12.9599647,77.7473051,0.0
1,16,False,22,8,1,12.902234,77.6010149,1.0
1,16,False,50,8,11,12.96984981,77.74995681,0.0
1,14,False,18,8,14,13.0435194,77.607812,1.0
1,4,False,14,8,11,12.936184,77.7055225,0.0
1,14,False,13,8,11,12.8542041,77.664314,0.0
1,14,False,11,8,2,12.982533,77.5886768,1.0
1,14,False,2,8,11,12.9155609,77.5693985,0.0
1,14,False,42,8,11,13.0192071,77.531676,0.0
1,7,False,45,8,4,12.9807052,77.6028336,1.0
1,14,False,32,8,2,13.0577512,77.5932829,1.0
1,14,False,14,8,13,12.9681087,77.7017706,1.0
1,14,False,11,8,5,12.9816007,77.5943212,1.0
1,14,False,5,8,12,12.9227384,77.6578813,1.0
1,4,True,52,8,3,13.0977085,77.5984317,1.0
1,13,False,5,2,12,12.92477953,77.67141018,1.0
1,14,False,30,8,9,12.9874824,77.4925376,1.0
1,14,False,52,8,3,13.0910026,77.5967663,1.0
1,14,False,33,8,7,12.9248583,77.6179575,1.0
1,6,False,38,8,11,12.94016989,77.38226369,0.0
0,15,True,38,8,11,12.87830777,77.49542969,0.0
1,14,False,6,8,22,12.9530348,77.5397001,1.0
1,14,False,43,8,2,12.998964,77.583892,1.0
1,14,False,1,8,10,12.9662846,77.6069735,1.0
0,10,False,11,8,5,12.978873,77.59963336,1.0
1,14,False,51,8,11,12.9474326,77.5940863,0.0
1,14,False,43,8,2,12.998492,77.5842973,1.0
0,10,False,11,8,5,12.97878926,77.59952106,1.0
1,14,False,37,8,11,12.9358498,77.6078949,0.0
0,15,True,38,8,11,12.85687109,77.52988795,0.0
1,14,False,30,8,11,12.9965833,77.5228984,0.0
0,15,True,46,8,11,12.88331909,77.54850021,0.0
1,14,False,17,8,11,12.9622772,77.5946798,0.0
1,6,False,7,1,10,12.9602666,77.5571056,1.0
1,6,False,14,8,17,12.9556047,77.6914427,1.0
0,10,True,30,8,11,12.9940312,77.4888442,0.0
1,14,False,39,8,11,13.0454683,77.5221848,0.0
1,6,False,42,10,11,12.9878558,77.5597174,0.0
1,14,False,39,8,11,13.0458822,77.5222063,0.0
1,14,False,13,8,11,12.8395194,77.6775618,0.0
1,14,False,50,8,11,12.9609817,77.7476133,0.0
1,14,False,32,8,3,13.0651374,77.5931209,1.0
1,14,False,30,8,9,12.9888963,77.4990903,1.0
1,14,False,7,8,11,12.9730184,77.5704715,0.0
1,2,False,50,8,11,12.9609349,77.7475901,0.0
1,14,False,35,8,11,12.9853941,77.7532091,0.0
1,14,False,51,8,11,12.9483928,77.5937297,0.0
1,14,False,17,8,10,12.9650934,77.586316,1.0
1,14,False,53,8,19,13.0298275,77.539851,1.0
1,13,True,11,8,2,12.9831519,77.5883979,1.0
1,14,False,6,8,10,12.9573329,77.5520376,1.0
1,14,False,44,8,11,12.9877328,77.5722905,0.0
1,14,False,44,8,11,12.9870566,77.5723588,0.0
1,14,False,30,8,9,12.9879975,77.512117,1.0
1,14,False,44,8,11,12.9928164,77.5714316,0.0
1,14,False,28,8,11,13.0195477,77.7085971,0.0
1,14,False,45,8,18,12.9754723,77.6139912,1.0
1,14,False,53,8,19,13.0313911,77.5358465,1.0
1,14,False,2,8,16,12.9275416,77.54690343,1.0
1,14,False,33,8,7,12.9308745,77.6141869,1.0
1,14,False,7,8,11,12.9806936,77.5706825,0.0
1,14,False,7,8,10,12.9573227,77.5521473,1.0
1,2,True,38,8,11,13.056975,77.473185,0.0
1,14,False,13,8,7,12.8798214,77.6457344,1.0
1,14,False,22,8,16,12.9060249,77.5734258,1.0
0,4,False,14,8,13,12.9697339,77.7009261,1.0
1,14,False,6,8,10,12.9562658,77.547529,1.0
1,6,False,1,8,10,12.9708314,77.6048855,1.0
1,14,False,52,8,3,13.0984321,77.5986965,1.0
1,13,False,20,8,2,12.9863058,77.5890147,1.0
0,4,False,14,8,13,12.9696105,77.7005267,1.0
1,2,False,28,8,11,13.0404287,77.7413915,0.0
1,4,False,5,8,12,12.920716,77.66500052,1.0
1,14,False,20,8,2,12.9865858,77.5889172,1.0
1,14,False,39,8,19,13.0348153,77.5295849,1.0
1,14,False,41,8,2,13.0272048,77.5858748,1.0
1,14,False,8,8,11,13.0641223,77.5050987,0.0
1,7,False,52,8,11,13.1213642,77.6179253,0.0
0,10,True,3,8,11,13.01495345,77.65422187,0.0
1,14,False,18,8,2,13.034997,77.5889459,1.0
1,3,False,22,8,1,12.9020853,77.6010679,1.0
1,14,False,29,8,16,12.9061564,77.5732877,1.0
1,4,False,18,8,14,13.0425801,77.6110928,1.0
1,14,False,6,8,22,12.9532425,77.5382008,1.0
1,14,False,34,8,10,12.9575199,77.5518744,1.0
1,14,False,23,8,15,13.0402335,77.544252,1.0
1,14,False,52,8,3,13.0728983,77.59279,1.0
1,11,False,37,8,1,12.9020756,77.6011187,1.0
1,6,False,6,8,16,12.9440683,77.5270117,1.0
1,14,False,6,8,16,12.9440233,77.5270286,1.0
1,14,False,34,8,10,12.9575083,77.5518509,1.0
1,14,False,3,8,18,12.9914079,77.6566002,1.0
1,14,False,3,8,18,12.9906501,77.6561562,1.0
1,14,False,44,8,11,12.982207,77.5669262,0.0
1,14,False,28,8,11,13.0197719,77.7086475,0.0
1,6,False,19,8,6,13.0383987,77.6260083,1.0
1,14,False,7,8,10,12.9605311,77.5569164,1.0
1,14,False,52,8,3,13.0976588,77.5989724,1.0
1,6,False,19,8,14,13.0379834,77.626067,1.0
1,3,False,19,8,14,13.0412739,77.6176409,1.0
1,14,False,13,8,11,12.8304088,77.6810331,0.0
1,14,False,27,8,6,13.0391412,77.6237299,1.0
0,4,False,35,8,14,12.9954628,77.6667978,1.0
1,14,False,43,8,2,13.0004981,77.5839985,1.0
1,14,True,20,8,2,12.9932072,77.5850028,1.0
1,4,False,14,8,11,12.936306,77.7055441,0.0
1,14,False,2,8,16,12.913892,77.5671955,1.0
1,14,False,34,8,11,12.9821926,77.5674075,0.0
1,14,False,20,8,2,12.9863048,77.5886954,1.0
1,14,False,34,8,11,12.979913,77.5642518,0.0
1,11,True,50,8,11,12.9424555,77.7472966,0.0
1,14,False,43,8,2,12.9996581,77.5838823,1.0
1,14,False,28,8,11,13.0391723,77.7399836,0.0
1,2,False,23,8,15,13.0398967,77.5444783,1.0
1,11,False,43,8,2,12.9993009,77.583823,1.0
1,14,False,28,8,11,13.0390181,77.7400752,0.0
1,14,True,26,8,11,12.9794789,77.5105977,0.0
1,14,False,32,8,2,13.0252361,77.5848655,1.0
1,14,False,7,8,10,12.9620957,77.5636074,1.0
1,14,False,14,8,13,12.9628603,77.7014433,1.0
1,14,False,29,8,16,12.9137902,77.5674728,1.0
1,14,False,43,8,2,13.0189117,77.5839803,1.0
1,7,False,52,8,11,13.1212,77.6181383,0.0
1,14,False,24,8,11,12.9233078,77.5762663,0.0
1,14,False,6,8,10,12.947922,77.5345219,1.0
1,7,False,21,8,11,12.8768328,77.6108768,0.0
1,14,False,53,8,15,13.0395514,77.5455174,1.0
1,14,False,53,8,15,13.0405567,77.54633,1.0
1,7,False,25,8,8,12.9645383,77.6392833,1.0
1,2,False,43,8,2,13.0227369,77.58459,1.0
1,14,False,41,8,2,13.0189335,77.5840235,1.0
1,14,False,22,8,16,12.9061681,77.5856637,1.0
1,14,False,23,8,15,13.040034,77.5438675,1.0
1,7,False,25,8,8,12.9646596,77.6389287,1.0
1,14,False,16,8,11,12.9614517,77.6317933,0.0
1,14,False,44,8,11,12.9871723,77.5744464,0.0
1,3,False,19,8,6,13.0413024,77.6214845,1.0
1,14,False,50,8,11,12.983625,77.7523193,0.0
1,2,False,43,8,2,13.0227369,77.58459,1.0
1,3,False,32,8,15,13.0445883,77.5828867,1.0
1,14,False,49,8,11,12.9994223,77.5411015,0.0
1,14,False,9,8,3,13.149579,77.6173799,1.0
1,14,False,6,8,10,12.9473062,77.5315111,1.0
1,14,False,37,8,1,12.9278187,77.600452,1.0
1,14,False,24,8,11,12.9167352,77.5952446,0.0
0,10,True,13,8,11,12.87032563,77.65862134,0.0
1,14,True,6,8,11,12.9597234,77.5194577,0.0
1,14,False,24,8,11,12.9233554,77.5763168,0.0
1,14,False,32,8,2,13.03653,77.5889783,1.0
1,14,False,13,8,11,12.8545526,77.6655761,0.0
1,14,False,8,8,19,13.0450748,77.508345,1.0
1,14,False,1,8,11,12.9668569,77.6106922,0.0
1,14,True,35,8,11,12.9883409,77.7298618,0.0
1,14,False,17,8,10,12.9635794,77.5845525,1.0
1,14,False,23,8,11,13.0489105,77.5500282,0.0
1,14,False,32,8,2,13.0597983,77.5932733,1.0
1,14,False,28,8,11,13.0192054,77.7080819,0.0
1,14,False,25,8,8,12.973688,77.6410815,1.0
1,14,False,14,8,21,12.9572593,77.7009657,1.0
0,4,False,14,8,13,12.9693675,77.7006326,1.0
1,14,False,28,8,11,13.0449557,77.7482787,0.0
1,14,False,28,8,11,13.0237833,77.715905,0.0
1,4,False,14,8,11,12.9362202,77.7054416,0.0
1,14,False,24,8,11,12.9171587,77.5873127,0.0
1,2,False,28,8,11,13.0167508,77.7036194,0.0
1,16,False,16,8,11,12.9613839,77.6316873,0.0
1,6,False,14,8,12,12.9495506,77.699682,1.0
1,14,False,52,8,3,13.0782574,77.5926794,1.0
1,2,False,3,8,18,12.9862133,77.6461867,1.0
1,7,False,21,8,11,12.8768583,77.61068,0.0
1,6,False,3,8,11,13.0046931,77.6360591,0.0
1,7,False,40,8,0,13.0039477,77.6196803,1.0
1,11,False,52,8,11,13.0595733,77.5594,0.0
0,4,False,14,8,13,12.9693195,77.7012098,1.0
1,14,False,14,8,11,12.9682954,77.6607108,0.0
1,2,False,27,8,11,13.0192626,77.6191858,0.0
1,14,False,49,8,22,12.9738909,77.5433266,1.0
1,14,False,17,8,11,12.972293,77.5821863,0.0
1,14,False,53,8,19,13.0284816,77.5405868,1.0
1,7,False,45,8,4,12.9808053,77.602889,1.0
1,14,False,3,8,18,12.9861828,77.646009,1.0
1,6,False,6,8,16,12.9453679,77.5278975,1.0
1,14,False,17,8,10,12.9636634,77.5844901,1.0
1,14,False,23,8,15,13.0414567,77.546055,1.0
0,4,True,14,8,21,12.9568175,77.7011908,1.0
1,6,False,17,8,11,12.9633864,77.5890984,0.0
1,14,False,51,8,11,12.9448632,77.596977,0.0
1,14,False,6,8,16,12.9455401,77.5280853,1.0
1,14,False,53,8,19,13.0303304,77.5372822,1.0
1,14,False,53,8,15,13.0406183,77.5467,1.0
1,7,False,40,8,11,13.0026184,77.6160608,0.0
1,14,False,30,8,9,12.9881198,77.5104661,1.0
1,14,False,3,8,18,12.9906595,77.6562986,1.0
1,14,False,30,8,9,12.9858672,77.5265477,1.0
1,4,False,18,8,14,13.0424993,77.6109634,1.0
1,14,False,45,8,11,12.9843032,77.6029397,0.0
1,14,False,23,8,15,13.0423323,77.5489953,1.0
1,14,False,14,8,12,12.9314436,77.6861075,1.0
1,14,False,30,8,9,12.9889559,77.5078589,1.0
1,14,False,19,8,11,13.0446549,77.6434811,0.0
1,7,False,24,8,11,12.9272683,77.5817867,0.0
0,15,True,14,8,17,12.95876021,77.66366888,1.0
1,14,False,24,8,11,12.9171178,77.5851136,0.0
1,14,False,25,8,18,12.9829216,77.6378449,1.0
1,14,False,5,8,12,12.9233433,77.655885,1.0
1,14,False,6,8,10,12.95410975,77.54372584,1.0
1,14,False,32,8,2,13.03115,77.5872166,1.0
1,14,False,6,8,10,12.9537342,77.5426696,1.0
0,4,False,14,8,11,12.9363031,77.7054752,0.0
0,8,False,48,8,11,12.9510377,77.5747268,0.0
1,14,False,53,8,19,13.0269436,77.5435876,1.0
1,14,False,23,8,15,13.044349,77.562629,1.0
1,14,False,32,8,2,13.0394834,77.5896122,1.0
1,14,False,0,8,8,12.9276546,77.6209382,1.0
1,14,False,44,8,11,12.9919839,77.5753274,0.0
1,14,False,6,8,10,12.9560609,77.5462605,1.0
1,14,False,29,8,11,12.9115311,77.5531343,0.0
1,14,False,45,8,4,12.9809837,77.6111124,1.0
1,6,False,21,8,1,12.8771996,77.59532,1.0
1,14,False,1,8,10,12.9666907,77.6093903,1.0
1,14,False,7,8,11,12.9682253,77.5679771,0.0
1,6,False,34,1,9,12.9773929,77.5641878,1.0
1,14,False,40,8,0,13.0012616,77.6190522,1.0
1,7,False,0,8,11,12.9297295,77.6329641,0.0
1,14,False,23,8,15,13.0417472,77.5470996,1.0
1,14,False,39,8,19,13.0395592,77.519242,1.0
1,3,False,32,8,15,13.0444623,77.5821031,1.0
1,14,False,1,8,10,12.971819,77.6067273,1.0
1,14,False,42,8,11,13.0096217,77.5271817,0.0
1,14,False,26,8,11,12.9767271,77.5139048,0.0
1,14,False,29,8,11,12.9114369,77.5534029,0.0
1,14,False,42,8,11,13.0022687,77.5259577,0.0
1,14,False,22,8,16,12.9063191,77.5869003,1.0
1,14,False,30,8,9,12.988752,77.5105533,1.0
1,16,False,19,8,6,13.04239208,77.62506662,1.0
1,14,False,28,8,11,13.0079964,77.6922572,0.0
1,14,False,20,8,2,12.9928216,77.5834901,1.0
1,14,False,5,8,11,12.9139817,77.6778533,0.0
0,4,False,14,8,13,12.9697729,77.7009022,1.0
1,14,False,28,8,13,13.0013441,77.6787302,1.0
0,15,True,46,8,11,12.88601305,77.50546757,0.0
1,6,False,30,8,9,12.9889708,77.5078533,1.0
1,14,False,53,8,19,13.032588,77.5334587,1.0
1,14,False,22,8,1,12.90458,77.6016321,1.0
1,14,False,32,8,2,13.0405969,77.5893434,1.0
1,14,False,19,8,11,13.0251683,77.6597733,0.0
1,14,False,32,8,2,13.0429073,77.5903872,1.0
1,14,False,33,8,7,12.919975,77.6200246,1.0
1,14,False,14,8,12,12.9507688,77.6995792,1.0
1,14,False,11,8,11,12.9760811,77.5881658,0.0
1,16,False,29,8,16,12.9123815,77.5672185,1.0
1,14,False,37,8,1,12.9128853,77.6003295,1.0
1,14,False,15,8,7,12.9084083,77.6282267,1.0
1,14,False,23,8,15,13.0409777,77.5453239,1.0
1,14,False,11,8,18,12.9754646,77.6130964,1.0
1,14,False,13,8,7,12.8701487,77.6533914,1.0
1,6,False,19,8,6,13.0412633,77.6224617,1.0
1,11,False,34,8,9,12.9750673,77.5522502,1.0
1,14,False,25,8,18,12.9823019,77.6333868,1.0
1,14,False,2,8,11,12.9170192,77.5734491,0.0
1,14,False,7,8,10,12.9581664,77.5541415,1.0
1,3,False,32,8,15,13.0444469,77.5829371,1.0
1,14,False,23,8,15,13.0403449,77.5442776,1.0
1,14,False,50,8,11,12.96984981,77.74995681,0.0
1,14,False,6,8,10,12.9531858,77.5418331,1.0
1,6,False,38,8,11,13.0576167,77.4717417,0.0
1,14,False,16,8,17,12.9610365,77.6383557,1.0
1,14,False,45,8,18,12.9759083,77.6126967,1.0
1,14,False,5,8,12,12.9224,77.6582723,1.0
0,15,True,21,8,11,12.84974901,77.58841351,0.0
1,14,False,38,8,11,12.8016982,77.7102952,0.0
1,14,False,38,8,11,12.8020944,77.7091929,0.0
1,14,False,6,8,22,12.9528091,77.5374448,1.0
1,2,False,9,8,11,13.1330567,77.695735,0.0
0,4,False,14,8,13,12.969732,77.7005722,1.0
1,4,True,41,8,11,12.9985422,77.6004573,0.0
1,4,True,41,8,11,12.9957499,77.6019535,0.0
1,6,False,47,8,11,12.9747652,77.5770774,0.0
0,15,True,38,8,11,12.8558344,77.52546483,0.0
1,2,False,13,8,11,12.8642767,77.6578583,0.0
1,14,False,11,8,11,12.9769148,77.5892897,0.0
1,6,False,29,8,16,12.9125622,77.5673106,1.0
1,14,False,53,8,19,13.0347162,77.5340129,1.0
1,14,False,47,8,11,12.9735163,77.5797975,0.0
1,14,False,53,8,19,13.0288936,77.5401833,1.0
1,14,False,33,8,7,12.9234922,77.61877,1.0
1,6,False,1,8,11,12.9560396,77.6211669,0.0
0,4,True,53,8,19,13.0304134,77.5372098,1.0
1,3,False,19,8,6,13.0413786,77.621576,1.0
1,14,True,17,8,10,12.9671821,77.5944014,1.0
1,14,False,38,8,11,13.0773066,77.4310221,0.0
1,14,False,17,8,10,12.9700189,77.587367,1.0
1,14,False,17,8,10,12.9700189,77.587367,1.0
1,14,False,1,8,10,12.9662158,77.6066903,1.0
1,14,False,7,8,10,12.9616217,77.5605746,1.0
1,14,False,37,8,1,12.8906153,77.598287,1.0
1,14,False,38,8,11,13.0755,77.4322525,0.0
1,14,False,17,8,10,12.9672067,77.5942167,1.0
1,14,True,13,8,11,12.8387034,77.677288,0.0
1,14,False,20,8,11,12.9895692,77.5929043,0.0
1,14,False,32,8,2,13.0425383,77.5875,1.0
1,6,True,17,8,10,12.9669716,77.5878694,1.0
1,14,False,17,8,10,12.9670049,77.5880678,1.0
1,14,False,20,8,2,12.9873679,77.5880617,1.0
1,14,False,9,8,3,13.1405683,77.6175583,1.0
1,14,False,1,8,10,12.9661525,77.606514,1.0
1,14,False,23,8,15,13.0429419,77.5510705,1.0
1,14,False,23,8,15,13.042595,77.5500417,1.0
1,14,False,47,8,11,12.9743893,77.578041,0.0
0,4,True,42,8,11,13.0208989,77.5283508,0.0
1,14,True,17,8,11,12.9715774,77.58688,0.0
1,14,False,53,8,15,13.0324115,77.5408009,1.0
1,14,True,17,8,10,12.9698083,77.5870921,1.0
1,14,False,30,8,9,12.9899532,77.5027422,1.0
0,15,True,31,8,10,12.90516945,77.4710541,1.0
1,14,False,52,8,11,13.0816411,77.548486,0.0
1,7,False,21,7,1,12.8806254,77.5963183,1.0
1,14,False,43,8,2,12.9982874,77.584033,1.0
1,14,False,53,8,19,13.0187546,77.5575815,1.0
1,14,False,39,8,19,13.0391447,77.5200292,1.0
1,7,False,21,7,1,12.8893226,77.5978201,1.0
1,14,False,28,8,11,13.0065301,77.6875972,0.0
1,14,False,30,8,9,12.9899396,77.5027743,1.0
0,15,True,46,8,11,12.88032054,77.49681914,0.0
1,8,False,30,8,9,12.9892555,77.5008041,1.0
1,14,False,9,8,3,13.1824777,77.6396999,1.0
1,3,False,50,8,11,12.938803,77.7474107,0.0
1,14,False,11,8,5,12.9832629,77.5970564,1.0
1,14,False,22,8,1,12.8800628,77.5956054,1.0
1,14,False,22,8,1,12.8800913,77.595619,1.0
1,2,False,18,8,14,13.0434302,77.6083468,1.0
1,14,False,32,8,15,13.0460978,77.5652014,1.0
0,10,False,11,8,5,12.97888794,77.59952643,1.0
1,6,False,8,8,19,13.0458026,77.5066638,1.0
1,14,False,13,8,7,12.8779683,77.6468617,1.0
1,14,False,1,8,10,12.9663203,77.6067507,1.0
1,14,False,32,8,2,13.0497262,77.5925855,1.0
1,14,True,6,8,16,12.9455071,77.5280189,1.0
1,14,False,37,8,11,12.9358567,77.6074868,0.0
1,14,False,6,8,10,12.9525136,77.5414564,1.0
1,14,False,27,8,6,13.038477,77.6254178,1.0
1,14,False,21,8,7,12.8778777,77.6459877,1.0
1,2,False,48,8,11,12.959984,77.5719862,0.0
1,14,False,43,8,11,13.0065695,77.5785283,0.0
1,3,False,50,8,11,12.9387798,77.7473658,0.0
1,14,False,3,8,0,13.0126147,77.6258667,1.0
1,6,False,30,8,9,12.9900947,77.5035716,1.0
1,6,False,18,8,2,13.0359683,77.5892831,1.0
1,6,False,18,8,2,13.0359622,77.5892993,1.0
1,9,False,53,8,19,13.03203291,77.53807068,1.0
1,16,False,28,8,11,13.0103336,77.697394,0.0
1,14,False,32,8,3,13.0683114,77.5927336,1.0
0,15,True,31,8,10,12.90407078,77.47050641,1.0
1,11,False,36,8,22,13.012515,77.55441,1.0
1,14,False,52,8,3,13.0961315,77.5982632,1.0
1,14,False,31,8,10,12.9067999,77.4733536,1.0
1,14,False,5,8,12,12.9209377,77.6646998,1.0
1,14,False,39,8,19,13.0394949,77.5188449,1.0
1,14,False,16,8,11,12.9659918,77.6172264,0.0
0,15,True,31,8,10,12.90123929,77.46726094,1.0
1,14,False,43,8,2,13.0034417,77.5840917,1.0
0,15,True,30,8,11,12.98875447,77.47251828,0.0
0,4,True,42,10,11,12.98773709,77.55986202,0.0
1,7,False,0,8,8,12.9277653,77.6205373,1.0
1,14,False,3,8,13,12.99965,77.67486,1.0
1,6,False,50,8,11,12.983448,77.7527716,0.0
1,14,False,39,8,19,13.04013,77.5187098,1.0
1,14,False,26,8,11,12.9701113,77.5128313,0.0
1,13,False,28,8,11,13.0079479,77.6923977,0.0
1,14,False,24,8,11,12.9169884,77.5864023,0.0
0,4,False,14,8,13,12.9693524,77.7006637,1.0
1,6,True,47,8,11,12.9780361,77.5844453,0.0
1,14,False,53,8,15,13.0329723,77.5409064,1.0
1,14,False,52,8,3,13.0830306,77.594048,1.0
1,14,True,26,8,11,12.9624901,77.5048062,0.0
1,7,False,53,8,11,13.0273934,77.5354013,0.0
1,13,False,22,8,1,12.9121791,77.5996927,1.0
1,6,True,17,8,11,12.9770639,77.5840232,0.0
1,14,False,19,8,14,13.0408889,77.6173675,1.0
1,14,False,20,8,11,12.9813487,77.586468,0.0
1,14,False,39,8,11,13.010537,77.5066748,0.0
1,14,False,39,8,19,13.0422785,77.5147766,1.0
1,6,False,24,8,11,12.9169501,77.5883272,0.0
0,4,True,42,8,11,13.0113867,77.54519,0.0
1,14,True,7,8,10,12.9611979,77.558602,1.0
1,14,False,24,8,11,12.9170026,77.5888015,0.0
1,14,False,17,8,10,12.967055,77.5883516,1.0
1,14,False,20,8,11,12.9814448,77.5865738,0.0
1,14,False,43,8,2,13.0189656,77.5838671,1.0
1,14,False,19,8,6,13.0413286,77.6226459,1.0
1,14,False,40,8,11,12.9922698,77.6102106,0.0
1,14,False,34,8,9,12.9757319,77.5622752,1.0
1,14,False,8,8,19,13.0406477,77.5176753,1.0
1,14,False,30,8,9,12.9870361,77.5193546,1.0
1,14,False,39,8,19,13.0361893,77.5255195,1.0
0,15,True,38,8,11,13.05688083,77.47401009,0.0
1,14,False,37,8,1,12.8925839,77.5999375,1.0
1,7,False,30,8,9,12.9895592,77.5017408,1.0
0,15,True,38,8,11,13.05526533,77.47825398,0.0
1,14,False,53,8,19,13.029682,77.5381588,1.0
1,14,False,7,8,10,12.9612139,77.5589235,1.0
0,15,True,31,8,10,12.90123143,77.46735197,1.0
1,14,False,14,8,13,12.9684489,77.7013454,1.0
0,4,False,19,8,11,13.0670028,77.6517305,0.0
1,13,False,43,8,11,13.0299433,77.5631657,0.0
1,14,False,19,8,14,13.0242951,77.6437549,1.0
1,14,False,8,8,19,13.0451595,77.5079599,1.0
1,14,False,8,8,19,13.0451918,77.5080196,1.0
1,14,False,8,8,11,13.0467948,77.5037252,0.0
1,14,False,17,8,10,12.9689732,77.5875001,1.0
1,3,False,19,8,6,13.041398,77.6223102,1.0
1,14,False,45,8,11,12.9900222,77.5994434,0.0
1,14,False,42,8,22,12.997975,77.553098,1.0
1,14,False,52,8,3,13.0956139,77.5977404,1.0
1,14,False,39,8,19,13.0389423,77.5198575,1.0
0,8,False,7,8,10,12.9603835,77.5627726,1.0
1,14,False,28,8,11,13.0074068,77.6894547,0.0
